SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC08920.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08921.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08924.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08925.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08930.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC08931.JPG,7008 3944 3504 1972,74.92 m,58.24 m
DSC08932.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08933.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08934.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08935.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08936.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08937.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08938.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08939.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08940.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08941.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08942.JPG,7008 3944 3504 1972,71.75 m,58.24 m
DSC08943.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC08945.JPG,7008 3944 3504 1972,60.35 m,58.24 m
DSC08953.JPG,7008 3944 3504 1972,78.24 m,58.24 m
DSC08956.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08958.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08959.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08961.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08962.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08963.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08965.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08966.JPG,7008 3944 3504 1972,53.00 m,58.24 m
DSC08967.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08968.JPG,7008 3944 3504 1972,inf,6.85 m
DSC08969.JPG,7008 3944 3504 1972,inf,6.85 m
DSC08970.JPG,7008 3944 3504 1972,97.14 m,58.24 m
DSC08971.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC08972.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC08973.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC08974.JPG,7008 3944 3504 1972,68.71 m,58.24 m
DSC08976.JPG,7008 3944 3504 1972,97.14 m,58.24 m
DSC08977.JPG,7008 3944 3504 1972,97.14 m,58.24 m
DSC08978.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08979.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08980.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08981.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08982.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08983.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08984.JPG,7008 3944 3504 1972,85.31 m,58.24 m
DSC08986.JPG,7008 3944 3504 1972,81.70 m,58.24 m
DSC08987.JPG,7008 3944 3504 1972,125.96 m,58.24 m
DSC08988.JPG,7008 3944 3504 1972,105.93 m,58.24 m
DSC08989.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08990.JPG,7008 3944 3504 1972,89.09 m,58.24 m
DSC08991.JPG,7008 3944 3504 1972,101.44 m,58.24 m
DSC08992.JPG,7008 3944 3504 1972,81.70 m,58.24 m
